normalized_nickname_key,display_nickname_examples,irc_syntax_status,irc_syntax_invalid_examples,registered_in_2002_cadastros,cadastro_segments,cadastro_record_ids,operator_or_master,operator_access_levels,operator_source_records,present_in_ircontro,ircontro_event_ids,ircontro_event_names,ircontro_source_records,participation_profile,evidence_scope,privacy_scope,notes
bruno_jzt,Bruno JZT,no_examples_valid,Bruno JZT,true,male,cb_20021128_0188,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
brunoelite,brunoelite,all_examples_valid,,true,male,cb_20021128_0191,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
brunoipanema,BrunoIpanema,all_examples_valid,,true,male,cb_20021128_0192,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
brunolopes,BrunoLopes,all_examples_valid,,true,male,cb_20021128_0193,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
brunorj,BrunoRJ,all_examples_valid,,true,male,cb_20021128_0194,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
bruno|rj,BRuno|RJ,all_examples_valid,,true,male,cb_20021128_0190,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
bruto,BRUTO,all_examples_valid,,true,male,cb_20021128_0197,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
brutus_lala,Brutus_LaLa,all_examples_valid,,true,male,cb_20021128_0198,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
bruxinha_das_trevas,Bruxinha_Das_Trevas,all_examples_valid,,true,female,cb_20021128_1054,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
buddy,Buddy,all_examples_valid,,true,male,cb_20021128_0199,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
busy,Busy,all_examples_valid,,true,male,cb_20021128_0200,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
bytony,bytony,all_examples_valid,,true,male,cb_20021128_0201,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
c-arthur,C-arthur,all_examples_valid,,true,male,cb_20021128_0225,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
c0ringa,c0ringa,all_examples_valid,,true,male,cb_20021128_0203,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cabacinho_e_vesgo,Cabacinho e Vesgo,no_examples_valid,Cabacinho e Vesgo,true,male,cb_20021128_0204,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caca_barra_ou_carol,CACA_BARRA OU CAROL,no_examples_valid,CACA_BARRA OU CAROL,true,female,cb_20021128_1055,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cacafrozen,cacaFROZEN,all_examples_valid,,true,female,cb_20021128_1056,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cachorr_jpa,Cachorr_Jpa,all_examples_valid,,true,male,cb_20021128_0205,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caciqueschwarts,caciqueschwarts,all_examples_valid,,true,male,cb_20021128_0206,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caco,CACO,all_examples_valid,,true,male,cb_20021128_0207,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caderno,caderno,all_examples_valid,,true,male,cb_20021128_0208,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cado-barra,cado-barra,all_examples_valid,,true,male,cb_20021128_0209,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cafezinhu,cafezinhu,all_examples_valid,,true,male,cb_20021128_0210,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caioboy,Caio.boy,no_examples_valid,Caio.boy,true,male,cb_20021128_0211,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cako,CaKo,all_examples_valid,,true,male,cb_20021128_0212,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
californian_boy,Californian_Boy,all_examples_valid,,true,male,cb_20021128_0213,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caliokinha_loka,CaLiOkInHa_LoKa,all_examples_valid,,true,female,cb_20021128_1057,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
calvin,Calvin,all_examples_valid,,true,male,cb_20021128_0214,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
calvinklein_rj,CalvinKlein_RJ,all_examples_valid,,true,male,cb_20021128_0215,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
camy,CAMY | camy,all_examples_valid,,true,female,cb_20021128_1058,true,,cb_access_200012_020,false,,,,registered_operator,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caralegal_barra,CaraLegal_Barra,all_examples_valid,,true,male,cb_20021128_0216,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caralegaldecopa,CaraLegaldeCopa,all_examples_valid,,true,male,cb_20021128_0217,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carente,CARENTE,all_examples_valid,,true,male,cb_20021128_0218,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carffacil,Carffacil,all_examples_valid,,true,male,cb_20021128_0219,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carioca_em_sampa,carioca_em_sampa,all_examples_valid,,true,male,cb_20021128_0220,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carlinhos_dj,Carlinhos_DJ,all_examples_valid,,true,male,cb_20021128_0221,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carlosantonio,CarlosAntonio,all_examples_valid,,true,male,cb_20021128_0222,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carlosrj31,CarlosRJ31,all_examples_valid,,true,male,cb_20021128_0223,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carmaggedon-rj,Carmaggedon-RJ,all_examples_valid,,true,male,cb_20021128_0224,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carol,Carol,all_examples_valid,,true,female,cb_20021128_1059,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carol_bxp,Carol_BXP,all_examples_valid,,true,female,cb_20021128_1060,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carol_vascaina,Carol_Vascaina,all_examples_valid,,true,female,cb_20021128_0962,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carolzinha``,carolzinha``,all_examples_valid,,true,female,cb_20021128_1061,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
carolzita,Carolzita,all_examples_valid,,true,female,cb_20021128_1062,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cassador,CaSSador,all_examples_valid,,true,male,cb_20021128_0226,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cassio-rj,CASSIO-RJ,all_examples_valid,,true,male,cb_20021128_0228,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cassio_luta_livre,CASSIO_LUTA_LIVRE,all_examples_valid,,true,male,cb_20021128_0227,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cat_inha,CAT inha,no_examples_valid,CAT inha,true,female,cb_20021128_1063,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
catatal,Catatal,all_examples_valid,,true,male,cb_20021128_0229,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
catherine,CATHERiNE,all_examples_valid,,true,female,cb_20021128_1064,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cava,Cava,all_examples_valid,,true,male,cb_20021128_0230,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cavalo_doido_rj,CAVALO_DOIDO_RJ,all_examples_valid,,true,male,cb_20021128_0231,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
caw_do_leme,CAW_do_Leme,all_examples_valid,,true,male,cb_20021128_0232,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cebola_potter,Cebola_Potter,all_examples_valid,,true,male,cb_20021128_0233,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cebolinha,Cebolinha,all_examples_valid,,true,male,cb_20021128_0234,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cello_pers_trai_ufrj,Cello_Pers_Trai_UFRJ,all_examples_valid,,true,male,cb_20021128_0235,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
celo,celo,all_examples_valid,,true,male,cb_20021128_0236,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
celo_rj,CELO_RJ,all_examples_valid,,true,male,cb_20021128_0237,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
celo_vip,Celo_Vip,all_examples_valid,,true,male,cb_20021128_0238,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cely,CELY,all_examples_valid,,false,,,false,,,true,cb_reveillon_2000_2001_post_reveillon,Canal Barra Reveillon 2000-2001 / post-Reveillon gathering,data/raw/ircontros/reveillon-2000-2001-post-reveillon.csv,ircontro_presence_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cesaretony,cesaretony,all_examples_valid,,true,male,cb_20021128_0239,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cezar_c-barra,cezar c-barra,no_examples_valid,cezar c-barra,true,male,cb_20021128_0240,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
chapadeiro,Chapadeiro,all_examples_valid,,true,male,cb_20021128_0241,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
chapolim,chapolim,all_examples_valid,,true,male,cb_20021128_0242,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
chatirson,Chatirson,all_examples_valid,,true,male,cb_20021128_0243,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
chefito,Chefito,all_examples_valid,,true,male,cb_20021128_0244 | cb_20021128_0245,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
chico26-rj,chico26-rj,all_examples_valid,,true,male,cb_20021128_0246,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
christiane_fontes,Christiane_Fontes,all_examples_valid,,true,female,cb_20021128_1065,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
christiano_uk,Christiano_uk,all_examples_valid,,true,male,cb_20021128_0247,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
chuck__norris,Chuck__Norris,all_examples_valid,,true,male,cb_20021128_0248,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cindy-rj,Cindy-Rj,all_examples_valid,,true,female,cb_20021128_1066,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cinthia_fla,Cinthia_Fla,all_examples_valid,,true,female,cb_20021128_1068,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cinthia_mclean2,Cinthia Mclean2,no_examples_valid,Cinthia Mclean2,true,female,cb_20021128_1067,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
claram,ClaraM,all_examples_valid,,false,,,true,,cb_access_200012_007,false,,,,operator_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
clarissa_barra,Clarissa_Barra,all_examples_valid,,true,female,cb_20021128_1069,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
clark_kent,Clark Kent,no_examples_valid,Clark Kent,true,male,cb_20021128_0249,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cleopatra,Cleopatra_,all_examples_valid,,true,female,cb_20021128_1070,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cobra_rj,Cobra_RJ,all_examples_valid,,true,male,cb_20021128_0250,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
coelho-rj,coelho-rj,all_examples_valid,,true,male,cb_20021128_0251,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
compan,Compan,all_examples_valid,,true,male,cb_20021128_0252,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
competente,Competente,all_examples_valid,,true,male,cb_20021128_0253,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
compulsivo,Compulsivo,all_examples_valid,,true,male,cb_20021128_0254,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
correa-rj,CORREA-RJ,all_examples_valid,,true,male,cb_20021128_0255,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
coyote_barra,_coyote_barra_,all_examples_valid,,true,male,cb_20021128_0053,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cr_lucasfrc,CR_LucasFRC,all_examples_valid,,true,male,cb_20021128_0256,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
crauser,Crauser_,all_examples_valid,,true,male,cb_20021128_0257,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
crazy_rock_girl,Crazy_Rock_Girl,all_examples_valid,,true,female,cb_20021128_1071,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
crentehrj,C@RENTEH/RJ,no_examples_valid,C@RENTEH/RJ,true,male,cb_20021128_0202,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cris,cris,all_examples_valid,,true,female,cb_20021128_1072,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cris-barra,Cris-Barra,all_examples_valid,,true,female,cb_20021128_1075,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cris_b,Cris_b,all_examples_valid,,true,female,cb_20021128_1073,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cris_dani,CRIS_DANI,all_examples_valid,,true,female,cb_20021128_1074,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
crisgatinha_rj,crisgatinha_rj,all_examples_valid,,true,female,cb_20021128_1076,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
criss,_CRISS_,all_examples_valid,,true,female,cb_20021128_0981,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cristal,Cristal,all_examples_valid,,true,female,cb_20021128_1077,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cristiano982,cristiano982,all_examples_valid,,true,male,cb_20021128_0258,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cristy26ilha,cristy26ilha,all_examples_valid,,true,female,cb_20021128_1078,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cuca_maromba,CuCa_Maromba,all_examples_valid,,true,female,cb_20021128_1079,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cyb3r_jp4,CYB3R_JP4,all_examples_valid,,true,male,cb_20021128_0259,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cyndy,Cyndy,all_examples_valid,,true,female,cb_20021128_1080,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
cynthia,cynthia,all_examples_valid,,true,female,cb_20021128_1081,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
dado_mantovanni,Dado Mantovanni,no_examples_valid,Dado Mantovanni,true,male,cb_20021128_0260,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
dadorj,DadoRJ,all_examples_valid,,true,male,cb_20021128_0261,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daisybarra,Daisybarra,all_examples_valid,,true,female,cb_20021128_1082,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
dan`up_girl_bbt,dAn`Up_GiRl_BBT,all_examples_valid,,true,female,cb_20021128_1083,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danadinho-rj,Danadinho-Rj,all_examples_valid,,true,male,cb_20021128_0262,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danado_jpa,Danado_JPA,all_examples_valid,,true,male,cb_20021128_0263,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danceforme,DanceforMe,all_examples_valid,,true,male,cb_20021128_0264,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danfire,Danfire,all_examples_valid,,true,male,cb_20021128_0265,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
dani_t2,DANI T2,no_examples_valid,DANI T2,true,female,cb_20021128_1084,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel--,daniel--,all_examples_valid,,true,male,cb_20021128_0266,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel-recreio,Daniel-Recreio,all_examples_valid,,true,male,cb_20021128_0272,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel__gj,Daniel__GJ,all_examples_valid,,true,male,cb_20021128_0267,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel_barra,DANIEL_BARRA,all_examples_valid,,true,male,cb_20021128_0268,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel_copa,DaNiEl_CoPa,all_examples_valid,,true,male,cb_20021128_0269,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel_recreio,Daniel_Recreio,all_examples_valid,,true,male,cb_20021128_0004,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel_sortudo,Daniel_Sortudo,all_examples_valid,,true,male,cb_20021128_0270,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
daniel_sport_vital,DanieL_Sport_Vital,all_examples_valid,,true,male,cb_20021128_0271,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danielle-copa,danielle-copa,all_examples_valid,,true,female,cb_20021128_1085,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danielle-rj,danielle-rj,all_examples_valid,,true,female,cb_20021128_1086,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danirj,DaNiRJ,all_examples_valid,,true,female,cb_20021128_1087,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danyrj,Dany/RJ,no_examples_valid,Dany/RJ,true,female,cb_20021128_1088,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
danyzinhamiau,DanyzinhaMIAU,all_examples_valid,,true,female,cb_20021128_1089,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
dark,Dark,all_examples_valid,,true,male,cb_20021128_0273,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
darkbird,Darkbird,all_examples_valid,,true,male,cb_20021128_0274,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
darkcrazzy,DaRkCrAzZy,all_examples_valid,,true,male,cb_20021128_0275,false,,,false,,,,registered_only,historical_nickname_level_only,no_civil_identity_inference,"This index joins nickname-level evidence only. It does not infer civil identity, residence or private relationships."
